Node 1
;time (s);Interarrival;Wait;Delay;Service;# in node;# in queue;Utilizzation;ploss;
;1058.40; 0.522966;2.724710;0.700530;2.024180;5.145453;1.322909;0.764509;0.0000;
;1080.00; 0.522100;2.719356;0.694769;2.024586;5.133175;1.311477;0.764340;0.0000;
;1101.60; 0.522046;2.718131;0.692728;2.025404;5.169769;1.317538;0.770446;0.0000;
;1123.20; 0.519928;2.746831;0.715349;2.031482;5.181995;1.349531;0.766493;0.0000;
;1144.80; 0.518613;2.831286;0.786297;2.044988;5.386913;1.496039;0.778175;0.0000;
;1166.40; 0.516102;3.027173;0.972755;2.054418;5.751220;1.848103;0.780623;0.0000;
;1188.00; 0.514733;3.184153;1.135098;2.049055;6.072415;2.164715;0.781540;0.0000;
;1209.60; 0.515047;3.211442;1.157745;2.053697;6.151630;2.217701;0.786786;0.0000;
;1231.20; 0.516189;3.223491;1.172638;2.050852;6.168349;2.243916;0.784887;0.0000;
;1252.80; 0.515844;3.211079;1.155675;2.055404;6.176072;2.222784;0.790658;0.0000;
;1274.40; 0.517079;3.200934;1.140972;2.059963;6.128317;2.184436;0.788776;0.0000;
;1296.00; 0.515453;3.226567;1.164706;2.061861;6.205429;2.239997;0.793086;0.0000;
;1317.60; 0.516528;3.211899;1.159059;2.052840;6.168942;2.226150;0.788558;0.0000;
;1339.20; 0.515524;3.190786;1.140790;2.049996;6.141354;2.195696;0.789132;0.0000;
;1360.80; 0.514913;3.170276;1.123946;2.046330;6.080372;2.155651;0.784944;0.0000;
;1382.40; 0.514158;3.159021;1.112888;2.046132;6.035802;2.126347;0.781891;0.0000;
;1404.00; 0.514866;3.149538;1.104814;2.044724;6.065759;2.127783;0.787595;0.0000;
;1425.60; 0.513732;3.126015;1.087484;2.038532;6.061534;2.108697;0.790567;0.0000;
;1447.20; 0.514109;3.108815;1.073552;2.035263;6.011277;2.075845;0.787086;0.0000;
;1468.80; 0.516709;3.097540;1.062975;2.034565;5.953533;2.043059;0.782095;0.0000;
;1490.40; 0.517117;3.084882;1.051415;2.033466;5.907496;2.013442;0.778811;0.0000;
;1512.00; 0.518140;3.071669;1.039244;2.032425;5.890013;1.992780;0.779447;0.0000;
;1533.60; 0.516884;3.066513;1.035829;2.030684;5.901549;1.993469;0.781616;0.0000;
;1555.20; 0.517808;3.050121;1.023920;2.026201;5.858759;1.966775;0.778397;0.0000;
;1576.80; 0.519171;3.038796;1.012785;2.026010;5.797146;1.932102;0.773009;0.0000;
;1598.40; 0.520891;3.030856;1.003484;2.027373;5.785610;1.915553;0.774011;0.0000;
;1620.00; 0.522382;3.017722;0.993757;2.023965;5.749868;1.893472;0.771279;0.0000;
;1641.60; 0.521572;2.999724;0.981214;2.018510;5.705147;1.866161;0.767797;0.0000;
;1663.20; 0.519963;3.001995;0.980764;2.021231;5.716685;1.867663;0.769804;0.0000;
;1684.80; 0.519591;3.004689;0.987619;2.017070;5.754086;1.891325;0.772552;0.0000;
;1706.40; 0.521481;2.992938;0.978367;2.014571;5.712087;1.867235;0.768970;0.0000;
;1728.00; 0.520925;2.978506;0.967783;2.010723;5.691286;1.849226;0.768412;0.0000;
;1749.60; 0.520845;2.969444;0.957207;2.012237;5.685955;1.832881;0.770615;0.0000;
;1771.20; 0.519377;2.978685;0.964594;2.014091;5.689049;1.842297;0.769351;0.0000;
;1792.80; 0.519008;2.994649;0.978879;2.015770;5.736853;1.875240;0.772323;0.0000;
;1814.40; 0.520484;2.987371;0.971684;2.015687;5.712290;1.858001;0.770858;0.0000;
;1836.00; 0.520222;2.976255;0.960704;2.015551;5.685787;1.835313;0.770095;0.0000;
;1857.60; 0.521595;2.975077;0.956500;2.018577;5.656893;1.818716;0.767635;0.0000;
;1879.20; 0.523694;2.972846;0.950770;2.022076;5.645489;1.805529;0.767992;0.0000;
;1900.80; 0.523090;2.969437;0.948104;2.021334;5.633076;1.798570;0.766901;0.0000;
;1922.40; 0.522366;2.971498;0.948496;2.023002;5.630002;1.797085;0.766584;0.0000;
;1944.00; 0.523165;2.984697;0.959996;2.024701;5.649711;1.817170;0.766508;0.0000;
;1965.60; 0.523728;2.976109;0.952431;2.023677;5.651317;1.808567;0.768550;0.0000;
;1987.20; 0.522793;2.965987;0.943108;2.022879;5.635712;1.792013;0.768740;0.0000;
;2008.80; 0.521627;2.962888;0.942385;2.020503;5.633463;1.791796;0.768334;0.0000;
;2030.40; 0.520767;2.954282;0.935416;2.018866;5.616511;1.778359;0.767630;0.0000;
;2052.00; 0.521090;2.945488;0.927142;2.018345;5.608816;1.765470;0.768669;0.0000;
;2073.60; 0.522445;2.940594;0.919712;2.020883;5.580640;1.745423;0.767044;0.0000;
;2095.20; 0.522413;2.936958;0.915234;2.021724;5.584564;1.740298;0.768853;0.0000;
;2116.80; 0.522021;2.924785;0.905689;2.019096;5.566683;1.723780;0.768581;0.0000;
;2138.40; 0.522189;2.918406;0.898403;2.020003;5.537930;1.704799;0.766626;0.0000;
;2160.00; 0.521019;2.931669;0.913092;2.018577;5.600025;1.744173;0.771170;0.0000;
;2181.60; 0.520265;2.947880;0.923934;2.023946;5.635996;1.766453;0.773909;0.0000;
;2203.20; 0.519791;2.948266;0.930935;2.017330;5.648431;1.783531;0.772980;0.0000;
;2224.80; 0.520421;2.962488;0.935188;2.027300;5.650988;1.783884;0.773421;0.0000;
;2246.40; 0.521011;2.951989;0.929536;2.022452;5.640975;1.776258;0.772944;0.0000;
;2268.00; 0.520206;2.945902;0.923838;2.022064;5.639123;1.768435;0.774137;0.0000;
;2289.60; 0.520467;2.937092;0.916253;2.020839;5.610044;1.750106;0.771988;0.0000;
;2311.20; 0.520531;2.931601;0.909889;2.021712;5.610218;1.741258;0.773792;0.0000;
;2332.80; 0.520060;2.926395;0.902977;2.023418;5.608462;1.730563;0.775580;0.0000;
;2354.40; 0.518865;2.925899;0.902729;2.023170;5.609951;1.730840;0.775822;0.0000;
;2376.00; 0.519703;2.915560;0.895888;2.019672;5.587714;1.716982;0.774146;0.0000;
;2397.60; 0.519222;2.911069;0.890390;2.020679;5.587081;1.708885;0.775639;0.0000;
;2419.20; 0.520936;2.908679;0.885540;2.023139;5.563082;1.693667;0.773883;0.0000;
;2440.80; 0.520349;2.893823;0.877316;2.016507;5.535070;1.678059;0.771402;0.0000;
;2462.40; 0.520599;2.887151;0.870997;2.016154;5.504162;1.660498;0.768733;0.0000;
;2484.00; 0.521360;2.877012;0.865432;2.011580;5.479102;1.648165;0.766187;0.0000;
;2505.60; 0.520996;2.877438;0.863942;2.013496;5.478122;1.644790;0.766666;0.0000;
;2527.20; 0.522359;2.873690;0.859766;2.013923;5.480501;1.639686;0.768163;0.0000;
;2548.80; 0.522393;2.868902;0.852926;2.015976;5.459684;1.623166;0.767303;0.0000;
;2570.40; 0.522531;2.867854;0.849461;2.018393;5.468419;1.619750;0.769734;0.0000;
;2592.00; 0.522995;2.869306;0.847657;2.021649;5.464300;1.614275;0.770005;0.0000;
;2613.60; 0.522213;2.895703;0.873096;2.022607;5.516070;1.663174;0.770579;0.0000;
;2635.20; 0.522268;2.889586;0.869823;2.019763;5.511421;1.659048;0.770475;0.0000;
;2656.80; 0.522354;2.888350;0.866569;2.021780;5.509693;1.653031;0.771332;0.0000;
;2678.40; 0.521268;2.882306;0.864409;2.017897;5.507752;1.651784;0.771193;0.0000;
;2700.00; 0.522123;2.879683;0.859712;2.019970;5.495045;1.640514;0.770906;0.0000;
;2721.60; 0.523060;2.875527;0.854518;2.021008;5.476632;1.627487;0.769829;0.0000;
;2743.20; 0.523810;2.872583;0.850725;2.021858;5.463816;1.618127;0.769138;0.0000;
;2764.80; 0.523636;2.873309;0.848265;2.025044;5.468653;1.614469;0.770837;0.0000;
;2786.40; 0.523535;2.874659;0.848025;2.026635;5.457560;1.609981;0.769516;0.0000;
;2808.00; 0.523013;2.882305;0.853631;2.028674;5.494011;1.627120;0.773378;0.0000;
;2829.60; 0.521770;2.873201;0.849863;2.023339;5.489520;1.623742;0.773156;0.0000;
;2851.20; 0.521358;2.868116;0.846665;2.021451;5.479335;1.617493;0.772368;0.0000;
;2872.80; 0.521412;2.864424;0.842702;2.021722;5.470440;1.609382;0.772212;0.0000;
;2894.40; 0.521326;2.855565;0.837852;2.017714;5.454904;1.600524;0.770876;0.0000;
;2916.00; 0.521891;2.852085;0.833322;2.018763;5.442105;1.590075;0.770406;0.0000;
;2937.60; 0.521989;2.845577;0.828184;2.017393;5.428157;1.579825;0.769666;0.0000;
;2959.20; 0.521909;2.840989;0.823327;2.017662;5.420352;1.570833;0.769904;0.0000;
;2980.80; 0.522451;2.837544;0.821368;2.016176;5.412769;1.566804;0.769193;0.0000;
;3002.40; 0.522303;2.838038;0.818490;2.019548;5.391973;1.555044;0.767386;0.0000;
;3024.00; 0.522253;2.841815;0.822673;2.019142;5.414826;1.567530;0.769459;0.0000;
;3045.60; 0.521198;2.843053;0.824733;2.018320;5.432243;1.575823;0.771284;0.0000;
;3067.20; 0.521735;2.838084;0.821171;2.016912;5.419597;1.568107;0.770298;0.0000;
;3088.80; 0.522340;2.831964;0.816701;2.015264;5.404576;1.558607;0.769194;0.0000;
;3110.40; 0.522664;2.826885;0.812152;2.014733;5.397464;1.550668;0.769359;0.0000;
;3132.00; 0.523518;2.824753;0.808171;2.016582;5.382032;1.539816;0.768443;0.0000;
;3153.60; 0.523840;2.823299;0.806460;2.016839;5.370419;1.534030;0.767278;0.0000;
;3175.20; 0.523076;2.827144;0.810427;2.016717;5.380655;1.542414;0.767648;0.0000;
;3196.80; 0.523673;2.819749;0.805930;2.013819;5.363592;1.533002;0.766118;0.0000;
;3218.40; 0.523087;2.813556;0.800525;2.013030;5.344683;1.520693;0.764798;0.0000;
;3240.00; 0.523493;2.808010;0.795951;2.012059;5.345915;1.515339;0.766115;0.0000;
;3261.60; 0.522663;2.800172;0.790628;2.009544;5.339550;1.507621;0.766386;0.0000;
;3283.20; 0.523336;2.793228;0.786328;2.006900;5.319299;1.497448;0.764370;0.0000;
;3304.80; 0.522158;2.797025;0.789441;2.007584;5.327849;1.503748;0.764820;0.0000;
;3326.40; 0.521729;2.792708;0.786677;2.006030;5.320317;1.498679;0.764328;0.0000;
;3348.00; 0.521598;2.803265;0.795001;2.008263;5.350098;1.517279;0.766564;0.0000;
;3369.60; 0.522259;2.803123;0.795021;2.008103;5.353262;1.518290;0.766994;0.0000;
;3391.20; 0.523146;2.800887;0.792107;2.008780;5.336970;1.509326;0.765529;0.0000;
;3412.80; 0.522382;2.801470;0.792325;2.009145;5.352085;1.513702;0.767677;0.0000;
;3434.40; 0.523131;2.800731;0.790281;2.010450;5.345488;1.508334;0.767431;0.0000;
;3456.00; 0.522890;2.793843;0.785922;2.007922;5.325881;1.498196;0.765537;0.0000;
;3477.60; 0.522771;2.794767;0.785767;2.009000;5.323935;1.496860;0.765415;0.0000;
;3499.20; 0.522611;2.786797;0.781046;2.005752;5.311917;1.488752;0.764633;0.0000;
;3520.80; 0.523643;2.783471;0.777793;2.005679;5.296972;1.480147;0.763365;0.0000;
;3542.40; 0.523627;2.781302;0.775658;2.005644;5.274881;1.471075;0.760761;0.0000;
;3564.00; 0.524635;2.777606;0.772464;2.005142;5.279712;1.468310;0.762280;0.0000;
;3585.60; 0.524721;2.772221;0.768171;2.004050;5.265564;1.459067;0.761299;0.0000;
;3607.20; 0.525370;2.769865;0.765031;2.004834;5.255732;1.451622;0.760822;0.0000;
;3628.80; 0.524891;2.770721;0.767133;2.003588;5.257869;1.455753;0.760423;0.0000;
;3650.40; 0.525433;2.766373;0.763928;2.002445;5.256463;1.451561;0.760980;0.0000;
;3672.00; 0.525684;2.766059;0.761425;2.004634;5.243397;1.443372;0.760005;0.0000;
;3693.60; 0.525836;2.766203;0.761461;2.004742;5.236789;1.441546;0.759048;0.0000;
;3715.20; 0.525933;2.761120;0.757512;2.003607;5.233578;1.435830;0.759549;0.0000;
;3736.80; 0.526311;2.757772;0.754749;2.003023;5.232068;1.431916;0.760030;0.0000;
;3758.40; 0.526275;2.753113;0.751533;2.001580;5.213711;1.423216;0.758099;0.0000;
;3780.00; 0.526719;2.749948;0.748160;2.001788;5.203922;1.415796;0.757625;0.0000;
;3801.60; 0.527169;2.749069;0.748078;2.000990;5.199761;1.414962;0.756960;0.0000;
;3823.20; 0.526565;2.745372;0.745473;1.999898;5.196533;1.411058;0.757095;0.0000;
;3844.80; 0.526950;2.752584;0.749680;2.002904;5.205655;1.417787;0.757574;0.0000;
;3866.40; 0.527168;2.752553;0.748783;2.003770;5.209904;1.417262;0.758528;0.0000;
;3888.00; 0.527720;2.749361;0.745700;2.003661;5.195776;1.409234;0.757308;0.0000;
;3909.60; 0.527225;2.746588;0.743465;2.003123;5.191010;1.405138;0.757174;0.0000;
;3931.20; 0.527260;2.744116;0.741136;2.002980;5.186701;1.400834;0.757174;0.0000;
;3952.80; 0.527051;2.741122;0.738739;2.002383;5.187424;1.398023;0.757880;0.0000;
;3974.40; 0.527630;2.738603;0.736104;2.002499;5.167408;1.388938;0.755694;0.0000;
;3996.00; 0.528234;2.733062;0.732736;2.000326;5.160410;1.383510;0.755380;0.0000;
;4017.60; 0.527579;2.733505;0.733895;1.999610;5.168186;1.387561;0.756125;0.0000;
;4039.20; 0.527709;2.731191;0.731759;1.999432;5.162142;1.383076;0.755813;0.0000;
;4060.80; 0.528214;2.728337;0.728739;1.999598;5.147858;1.374992;0.754573;0.0000;
;4082.40; 0.528577;2.727983;0.727848;2.000135;5.148404;1.373637;0.754954;0.0000;
;4104.00; 0.528443;2.724416;0.725834;1.998582;5.136412;1.368434;0.753596;0.0000;
;4125.60; 0.528053;2.727190;0.727878;1.999312;5.152077;1.375072;0.755401;0.0000;
;4147.20; 0.528127;2.723595;0.724594;1.999001;5.143569;1.368411;0.755032;0.0000;
;4168.80; 0.528084;2.723209;0.723541;1.999668;5.137174;1.364918;0.754451;0.0000;
;4190.40; 0.527508;2.736078;0.734705;2.001373;5.168900;1.387977;0.756184;0.0000;
;4212.00; 0.527987;2.744910;0.740302;2.004609;5.186018;1.398668;0.757470;0.0000;
;4233.60; 0.527723;2.744182;0.739787;2.004395;5.183304;1.397336;0.757194;0.0000;
;4255.20; 0.528066;2.751229;0.742743;2.008486;5.177588;1.397782;0.755961;0.0000;
;4276.80; 0.528017;2.756920;0.747381;2.009539;5.200634;1.409854;0.758156;0.0000;
;4298.40; 0.528185;2.756680;0.747453;2.009227;5.203012;1.410757;0.758451;0.0000;
;4320.00; 0.528063;2.755518;0.746612;2.008906;5.204969;1.410295;0.758935;0.0000;
;4341.60; 0.527228;2.749771;0.742897;2.006874;5.198166;1.404373;0.758759;0.0000;
;4363.20; 0.527305;2.746659;0.740872;2.005787;5.189947;1.399914;0.758007;0.0000;
;4384.80; 0.527463;2.747146;0.741030;2.006116;5.190436;1.400096;0.758068;0.0000;
;4406.40; 0.527341;2.740016;0.737511;2.002505;5.187285;1.396225;0.758212;0.0000;
;4428.00; 0.527057;2.736432;0.734897;2.001536;5.179899;1.391114;0.757757;0.0000;
;4449.60; 0.526887;2.743102;0.740300;2.002802;5.184446;1.399162;0.757057;0.0000;
;4471.20; 0.528199;2.741584;0.738531;2.003053;5.179384;1.395229;0.756831;0.0000;
;4492.80; 0.529024;2.736999;0.736096;2.000903;5.164592;1.388980;0.755122;0.0000;
;4514.40; 0.529234;2.732377;0.733284;1.999093;5.147071;1.381312;0.753152;0.0000;
;4536.00; 0.529777;2.731548;0.730969;2.000579;5.147699;1.377536;0.754033;0.0000;
;4557.60; 0.529888;2.726519;0.728103;1.998416;5.136084;1.371565;0.752904;0.0000;
;4579.20; 0.529800;2.724934;0.726928;1.998006;5.135404;1.369966;0.753088;0.0000;
;4600.80; 0.530279;2.720283;0.724254;1.996029;5.122361;1.363789;0.751714;0.0000;
;4622.40; 0.530216;2.716076;0.720969;1.995108;5.112263;1.357024;0.751048;0.0000;
;4644.00; 0.529922;2.711210;0.718038;1.993172;5.085186;1.346762;0.747685;0.0000;
;4665.60; 0.530604;2.707594;0.715796;1.991798;5.089785;1.345566;0.748844;0.0000;
;4687.20; 0.530693;2.705156;0.714684;1.990472;5.085383;1.343524;0.748372;0.0000;
;4708.80; 0.530252;2.707350;0.716608;1.990742;5.093250;1.348132;0.749024;0.0000;
;4730.40; 0.529879;2.709205;0.716873;1.992332;5.098432;1.349078;0.749871;0.0000;
;4752.00; 0.530197;2.708354;0.715407;1.992947;5.089013;1.344255;0.748952;0.0000;
;4773.60; 0.529831;2.704618;0.713562;1.991057;5.091594;1.343319;0.749655;0.0000;
;4795.20; 0.530101;2.705217;0.712125;1.993092;5.086965;1.339099;0.749573;0.0000;
;4816.80; 0.529415;2.703925;0.712260;1.991665;5.096674;1.342551;0.750825;0.0000;
;4838.40; 0.529123;2.700389;0.709482;1.990907;5.092550;1.337983;0.750913;0.0000;
;4860.00; 0.528487;2.696469;0.707092;1.989377;5.084722;1.333360;0.750272;0.0000;
;4881.60; 0.528659;2.700056;0.708469;1.991586;5.089786;1.335512;0.750855;0.0000;
;4903.20; 0.528329;2.714474;0.722898;1.991576;5.121771;1.363991;0.751556;0.0000;
;4924.80; 0.528765;2.711907;0.720501;1.991406;5.121199;1.360603;0.752119;0.0000;
;4946.40; 0.528435;2.712963;0.720940;1.992022;5.114713;1.359180;0.751107;0.0000;
;4968.00; 0.528172;2.712650;0.721362;1.991288;5.119963;1.361528;0.751687;0.0000;
;4989.60; 0.527944;2.710772;0.719875;1.990897;5.122523;1.360342;0.752436;0.0000;
;5011.20; 0.528127;2.717508;0.724778;1.992730;5.133188;1.369057;0.752826;0.0000;
;5032.80; 0.527646;2.724391;0.730479;1.993912;5.147055;1.380057;0.753400;0.0000;
;5054.40; 0.527806;2.725615;0.730240;1.995375;5.143826;1.378121;0.753141;0.0000;
;5076.00; 0.528002;2.736409;0.738531;1.997878;5.171731;1.395802;0.755186;0.0000;
;5097.60; 0.528344;2.733206;0.737038;1.996167;5.158580;1.391066;0.753503;0.0000;
;5119.20; 0.527476;2.751349;0.754036;1.997312;5.202257;1.425734;0.755305;0.0000;
;5140.80; 0.528128;2.751308;0.753043;1.998265;5.190264;1.420595;0.753934;0.0000;
;5162.40; 0.527959;2.752310;0.753256;1.999054;5.202520;1.423832;0.755738;0.0000;
;5184.00; 0.528209;2.748175;0.750581;1.997594;5.194606;1.418749;0.755171;0.0000;
;5205.60; 0.528428;2.745205;0.747861;1.997344;5.177163;1.410386;0.753355;0.0000;
;5227.20; 0.528729;2.744513;0.746044;1.998470;5.176284;1.407074;0.753842;0.0000;
;5248.80; 0.528367;2.756151;0.755662;2.000489;5.201011;1.425977;0.755007;0.0000;
;5270.40; 0.529080;2.755043;0.753943;2.001100;5.192457;1.420963;0.754299;0.0000;
;5292.00; 0.529322;2.756499;0.755127;2.001372;5.198708;1.424156;0.754910;0.0000;
;5313.60; 0.528886;2.771905;0.767127;2.004778;5.227977;1.446847;0.756226;0.0000;
;5335.20; 0.528632;2.785095;0.782166;2.002929;5.250337;1.474504;0.755167;0.0000;
;5356.80; 0.528231;2.786717;0.782537;2.004180;5.263135;1.477939;0.757039;0.0000;
;5378.40; 0.527884;2.787801;0.784231;2.003570;5.269382;1.482320;0.757413;0.0000;
;5400.00; 0.527025;2.801104;0.797795;2.003309;5.297987;1.508944;0.757809;0.0000;
;5421.60; 0.527090;2.805989;0.801857;2.004131;5.309459;1.517265;0.758439;0.0000;
;5443.20; 0.526963;2.805238;0.800423;2.004814;5.307822;1.514490;0.758666;0.0000;
;5464.80; 0.527069;2.804623;0.798338;2.006285;5.303174;1.509552;0.758724;0.0000;
;5486.40; 0.526522;2.803364;0.797355;2.006009;5.312883;1.511132;0.760350;0.0000;
;5508.00; 0.527233;2.801920;0.795199;2.006721;5.305576;1.505749;0.759965;0.0000;
;5529.60; 0.526758;2.807887;0.800131;2.007756;5.312327;1.513792;0.759707;0.0000;
;5551.20; 0.526710;2.804790;0.798724;2.006066;5.312158;1.512751;0.759881;0.0000;
;5572.80; 0.526749;2.805327;0.797986;2.007341;5.317761;1.512657;0.761021;0.0000;
;5594.40; 0.527095;2.805030;0.796484;2.008546;5.313763;1.508835;0.760986;0.0000;
;5616.00; 0.527231;2.809975;0.799505;2.010470;5.321468;1.514085;0.761477;0.0000;
;5637.60; 0.527303;2.806200;0.796906;2.009295;5.314869;1.509318;0.761110;0.0000;
;5659.20; 0.527144;2.806002;0.795170;2.010831;5.310370;1.504864;0.761101;0.0000;
;5680.80; 0.527074;2.808627;0.798262;2.010364;5.320528;1.512190;0.761668;0.0000;
;5702.40; 0.526871;2.807696;0.796200;2.011495;5.312914;1.506625;0.761258;0.0000;
;5724.00; 0.527046;2.804105;0.794336;2.009769;5.313374;1.505152;0.761644;0.0000;
;5745.60; 0.526987;2.803155;0.793193;2.009961;5.307381;1.501801;0.761116;0.0000;
;5767.20; 0.526823;2.801087;0.792105;2.008982;5.301699;1.499240;0.760492;0.0000;
;5788.80; 0.526773;2.799663;0.791374;2.008290;5.302101;1.498731;0.760674;0.0000;
;5810.40; 0.526858;2.796719;0.789141;2.007577;5.292451;1.493354;0.759819;0.0000;
;5832.00; 0.526719;2.794608;0.787669;2.006939;5.291292;1.491368;0.759985;0.0000;
;5853.60; 0.527028;2.792197;0.785348;2.006848;5.287174;1.487099;0.760015;0.0000;
;5875.20; 0.526945;2.791724;0.784508;2.007216;5.286777;1.485648;0.760226;0.0000;
;5896.80; 0.527298;2.788389;0.782035;2.006353;5.281292;1.481199;0.760019;0.0000;
;5918.40; 0.527578;2.786860;0.780230;2.006629;5.268172;1.474918;0.758651;0.0000;
;5940.00; 0.527781;2.786366;0.779291;2.007076;5.272042;1.474484;0.759512;0.0000;
;5961.60; 0.527865;2.786669;0.778665;2.008004;5.267962;1.472000;0.759192;0.0000;
;5983.20; 0.527380;2.782727;0.775965;2.006761;5.265615;1.468321;0.759459;0.0000;
;6004.80; 0.526934;2.780447;0.774290;2.006158;5.263373;1.465727;0.759529;0.0000;
;6026.40; 0.526853;2.775116;0.771384;2.003732;5.258099;1.461566;0.759307;0.0000;
;6048.00; 0.526668;2.774014;0.769900;2.004114;5.234159;1.452689;0.756294;0.0000;
;6069.60; 0.526995;2.773463;0.768494;2.004970;5.252158;1.455310;0.759370;0.0000;
;6091.20; 0.527259;2.771856;0.766862;2.004994;5.247448;1.451760;0.759138;0.0000;
;6112.80; 0.527282;2.769270;0.765077;2.004193;5.243906;1.448755;0.759030;0.0000;
;6134.40; 0.527709;2.767929;0.763175;2.004754;5.232590;1.442733;0.757971;0.0000;
;6156.00; 0.527265;2.764445;0.760261;2.004183;5.233288;1.439228;0.758812;0.0000;
;6177.60; 0.527622;2.764445;0.760260;2.004185;5.233766;1.439357;0.758882;0.0000;
;6199.20; 0.527706;2.762590;0.758148;2.004443;5.222510;1.433232;0.757855;0.0000;
;6220.80; 0.527832;2.763132;0.756886;2.006246;5.224352;1.431071;0.758656;0.0000;
;6242.40; 0.527420;2.765800;0.760094;2.005706;5.232199;1.437907;0.758858;0.0000;
;6264.00; 0.527182;2.763739;0.758732;2.005007;5.227616;1.435143;0.758495;0.0000;
