Node 1
;time (s);Interarrival;Wait;Delay;Service;# in node;# in queue;Utilizzation;ploss;
;518.40; 0.516030;12.696057;10.634639;2.061418;22.363794;18.732656;0.907784;0.0000;
;540.00; 0.515751;13.674329;11.612694;2.061635;24.513574;20.817740;0.923958;0.0000;
;561.60; 0.511623;14.688210;12.639290;2.048920;26.364811;22.687072;0.919435;0.0000;
;583.20; 0.513315;15.404340;13.350039;2.054301;27.862879;24.147125;0.928939;0.0000;
;604.80; 0.511361;16.223401;14.172895;2.050506;29.534835;25.801872;0.933241;0.0000;
;626.40; 0.515959;16.668076;14.613482;2.054593;30.202648;26.479713;0.930734;0.0000;
;648.00; 0.516798;17.252646;15.193597;2.059049;31.272994;27.540661;0.933083;0.0000;
;669.60; 0.512184;18.118247;16.061170;2.057077;33.088873;29.332088;0.939196;0.0000;
;691.20; 0.512962;18.867750;16.791830;2.075920;33.857283;30.132143;0.931285;0.0000;
;712.80; 0.512294;19.556202;17.501998;2.054203;35.765066;32.008267;0.939200;0.0000;
;734.40; 0.515327;19.886797;17.837356;2.049441;35.975281;32.267836;0.926861;0.0000;
;756.00; 0.515664;20.141163;18.096860;2.044303;36.629529;32.911677;0.929463;0.0000;
;777.60; 0.514237;20.433791;18.383937;2.049854;36.910527;33.207779;0.925687;0.0000;
;799.20; 0.515895;20.671979;18.616599;2.055381;37.526903;33.795665;0.932810;0.0000;
;820.80; 0.516225;20.961877;18.912314;2.049563;38.347808;34.598323;0.937371;0.0000;
;842.40; 0.516724;21.201825;19.146916;2.054909;38.900408;35.130128;0.942570;0.0000;
;864.00; 0.520775;21.318332;19.264705;2.053627;39.198413;35.422371;0.944011;0.0000;
;885.60; 0.522432;21.367305;19.309901;2.057404;39.078481;35.315712;0.940692;0.0000;
;907.20; 0.517323;21.411500;19.365318;2.046182;39.231120;35.482014;0.937277;0.0000;
;928.80; 0.519144;21.450680;19.417139;2.033541;38.957107;35.263943;0.923291;0.0000;
;950.40; 0.517112;21.404048;19.370045;2.034003;39.096290;35.381013;0.928819;0.0000;
;972.00; 0.517837;21.383802;19.343375;2.040427;39.061001;35.333829;0.931793;0.0000;
;993.60; 0.518757;21.425477;19.382425;2.043052;39.101605;35.373025;0.932145;0.0000;
;1015.20; 0.520780;21.324059;19.292207;2.031852;38.537875;34.865814;0.918015;0.0000;
;1036.80; 0.522538;21.071707;19.048041;2.023666;38.206934;34.537650;0.917321;0.0000;
;1058.40; 0.522966;20.728325;18.704145;2.024180;37.498338;33.836518;0.915455;0.0000;
;1080.00; 0.522100;20.379843;18.355257;2.024586;37.076061;33.392830;0.920808;0.0000;
;1101.60; 0.522046;20.058269;18.032865;2.025404;36.332657;32.663931;0.917181;0.0000;
;1123.20; 0.519928;19.822385;17.790904;2.031482;36.211694;32.500567;0.927782;0.0000;
;1144.80; 0.518613;19.798724;17.753736;2.044988;36.415145;32.653865;0.940320;0.0000;
;1166.40; 0.516102;20.032432;17.978014;2.054418;36.606421;32.852264;0.938539;0.0000;
;1188.00; 0.514733;20.331406;18.282350;2.049055;36.926867;33.205275;0.930398;0.0000;
;1209.60; 0.515047;20.542436;18.488739;2.053697;37.793839;34.015460;0.944595;0.0000;
;1231.20; 0.516189;20.777182;18.726330;2.050852;38.200513;34.429857;0.942664;0.0000;
;1252.80; 0.515844;21.005272;18.949868;2.055404;38.860369;35.057811;0.950639;0.0000;
;1274.40; 0.517079;21.196973;19.137010;2.059963;39.340683;35.517479;0.955801;0.0000;
;1296.00; 0.515453;21.525505;19.463644;2.061861;39.976733;36.147487;0.957312;0.0000;
;1317.60; 0.516528;21.720462;19.667623;2.052840;40.356779;36.542587;0.953548;0.0000;
;1339.20; 0.515524;21.901386;19.851390;2.049996;40.547553;36.752254;0.948825;0.0000;
;1360.80; 0.514913;22.033432;19.987102;2.046330;40.812549;37.022130;0.947605;0.0000;
;1382.40; 0.514158;22.161561;20.115428;2.046132;41.460991;37.632981;0.957003;0.0000;
;1404.00; 0.514866;22.273699;20.228976;2.044724;41.192007;37.410584;0.945356;0.0000;
;1425.60; 0.513732;22.388302;20.349771;2.038532;41.890886;38.076578;0.953577;0.0000;
;1447.20; 0.514109;22.461736;20.426474;2.035263;42.027159;38.219069;0.952022;0.0000;
;1468.80; 0.516709;22.427040;20.392474;2.034565;42.285740;38.449607;0.959033;0.0000;
;1490.40; 0.517117;22.328245;20.294779;2.033466;42.056606;38.226448;0.957539;0.0000;
;1512.00; 0.518140;22.202240;20.169815;2.032425;41.565245;37.760302;0.951236;0.0000;
;1533.60; 0.516884;22.049287;20.018603;2.030684;41.488375;37.667400;0.955244;0.0000;
;1555.20; 0.517808;21.883636;19.857436;2.026201;41.266641;37.445773;0.955217;0.0000;
;1576.80; 0.519171;21.672706;19.646695;2.026010;40.606809;36.810798;0.949003;0.0000;
;1598.40; 0.520891;21.479826;19.452453;2.027373;40.252156;36.452958;0.949800;0.0000;
;1620.00; 0.522382;21.275873;19.251908;2.023965;39.508320;35.749910;0.939602;0.0000;
;1641.60; 0.521572;20.996684;18.978174;2.018510;39.083708;35.326406;0.939325;0.0000;
;1663.20; 0.519963;20.732962;18.711731;2.021231;38.778181;34.997743;0.945110;0.0000;
;1684.80; 0.519591;20.573485;18.556415;2.017070;38.393867;34.629647;0.941055;0.0000;
;1706.40; 0.521481;20.408916;18.394345;2.014571;38.184089;34.414925;0.942291;0.0000;
;1728.00; 0.520925;20.167185;18.156463;2.010723;37.815620;34.045301;0.942580;0.0000;
;1749.60; 0.520845;19.954615;17.942379;2.012237;37.258524;33.501350;0.939294;0.0000;
;1771.20; 0.519377;19.750471;17.736380;2.014091;37.138018;33.350799;0.946805;0.0000;
;1792.80; 0.519008;19.638200;17.622429;2.015770;37.149768;33.336516;0.953313;0.0000;
;1814.40; 0.520484;19.526796;17.511109;2.015687;36.659377;32.875149;0.946057;0.0000;
;1836.00; 0.520222;19.354050;17.338499;2.015551;36.345480;32.560424;0.946264;0.0000;
;1857.60; 0.521595;19.228306;17.209729;2.018577;36.318926;32.506186;0.953185;0.0000;
;1879.20; 0.523694;19.105891;17.083815;2.022076;36.061464;32.244892;0.954143;0.0000;
;1900.80; 0.523090;18.945612;16.924278;2.021334;35.716738;31.906070;0.952667;0.0000;
;1922.40; 0.522366;18.773122;16.750120;2.023002;35.297831;31.494117;0.950929;0.0000;
;1944.00; 0.523165;18.680776;16.656075;2.024701;34.989335;31.197044;0.948073;0.0000;
;1965.60; 0.523728;18.552814;16.529136;2.023677;34.753645;30.962836;0.947702;0.0000;
;1987.20; 0.522793;18.355866;16.332987;2.022879;34.215278;30.444637;0.942660;0.0000;
;2008.80; 0.521627;18.202225;16.181722;2.020503;34.013817;30.238178;0.943910;0.0000;
;2030.40; 0.520767;18.079861;16.060995;2.018866;33.823293;30.046456;0.944209;0.0000;
;2052.00; 0.521090;17.958539;15.940194;2.018345;33.640163;29.859373;0.945198;0.0000;
;2073.60; 0.522445;17.835868;15.814985;2.020883;33.395821;29.611927;0.945974;0.0000;
;2095.20; 0.522413;17.708966;15.687242;2.021724;33.364597;29.555566;0.952258;0.0000;
;2116.80; 0.522021;17.551909;15.532813;2.019096;32.920883;29.133807;0.946769;0.0000;
;2138.40; 0.522189;17.411551;15.391548;2.020003;32.606966;28.824066;0.945725;0.0000;
;2160.00; 0.521019;17.316376;15.297799;2.018577;32.499461;28.710986;0.947119;0.0000;
;2181.60; 0.520265;17.269009;15.245063;2.023946;32.397301;28.600304;0.949249;0.0000;
;2203.20; 0.519791;17.240199;15.222868;2.017330;32.513096;28.708635;0.951115;0.0000;
;2224.80; 0.520421;17.208558;15.181258;2.027300;32.326222;28.517945;0.952069;0.0000;
;2246.40; 0.521011;17.167982;15.145530;2.022452;32.387902;28.572486;0.953854;0.0000;
;2268.00; 0.520206;17.095170;15.073107;2.022064;32.284577;28.465869;0.954677;0.0000;
;2289.60; 0.520467;17.036349;15.015510;2.020839;32.121012;28.310842;0.952543;0.0000;
;2311.20; 0.520531;16.979950;14.958238;2.021712;32.059725;28.242545;0.954295;0.0000;
;2332.80; 0.520060;16.924929;14.901511;2.023418;32.017806;28.189996;0.956952;0.0000;
;2354.40; 0.518865;16.908194;14.885024;2.023170;32.160037;28.311889;0.962037;0.0000;
;2376.00; 0.519703;16.869322;14.849650;2.019672;31.945997;28.121277;0.956180;0.0000;
;2397.60; 0.519222;16.804487;14.783809;2.020679;31.877680;28.044504;0.958294;0.0000;
;2419.20; 0.520936;16.747219;14.724080;2.023139;31.655752;27.831596;0.956039;0.0000;
;2440.80; 0.520349;16.615305;14.598798;2.016507;31.381028;27.572488;0.952135;0.0000;
;2462.40; 0.520599;16.499858;14.483703;2.016154;31.315686;27.489153;0.956633;0.0000;
;2484.00; 0.521360;16.392137;14.380557;2.011580;31.069194;27.256503;0.953173;0.0000;
;2505.60; 0.520996;16.277733;14.264238;2.013496;30.718106;26.918390;0.949929;0.0000;
;2527.20; 0.522359;16.204087;14.190164;2.013923;30.385815;26.609317;0.944125;0.0000;
;2548.80; 0.522393;16.088906;14.072930;2.015976;30.266974;26.474454;0.948130;0.0000;
;2570.40; 0.522531;15.998498;13.980105;2.018393;30.190950;26.382017;0.952233;0.0000;
;2592.00; 0.522995;15.917354;13.895705;2.021649;30.029833;26.215770;0.953516;0.0000;
;2613.60; 0.522213;15.871280;13.848673;2.022607;29.956074;26.138527;0.954387;0.0000;
;2635.20; 0.522268;15.811381;13.791618;2.019763;29.951253;26.125247;0.956502;0.0000;
;2656.80; 0.522354;15.728981;13.707201;2.021780;29.820295;25.987238;0.958264;0.0000;
;2678.40; 0.521268;15.663919;13.646022;2.017897;29.818121;25.976815;0.960326;0.0000;
;2700.00; 0.522123;15.594615;13.574644;2.019970;29.747649;25.894436;0.963303;0.0000;
;2721.60; 0.523060;15.521570;13.500562;2.021008;29.457310;25.621779;0.958883;0.0000;
;2743.20; 0.523810;15.438192;13.416334;2.021858;29.183658;25.361629;0.955507;0.0000;
;2764.80; 0.523636;15.358957;13.333913;2.025044;29.072828;25.239640;0.958297;0.0000;
;2786.40; 0.523535;15.305029;13.278394;2.026635;28.959054;25.124404;0.958662;0.0000;
;2808.00; 0.523013;15.289953;13.261280;2.028674;28.915284;25.078799;0.959121;0.0000;
;2829.60; 0.521770;15.282826;13.259488;2.023339;29.003509;25.163649;0.959965;0.0000;
;2851.20; 0.521358;15.277624;13.256172;2.021451;29.078903;25.231342;0.961890;0.0000;
;2872.80; 0.521412;15.244717;13.222996;2.021722;28.934114;25.096934;0.959295;0.0000;
;2894.40; 0.521326;15.188163;13.170449;2.017714;28.835846;25.005069;0.957694;0.0000;
;2916.00; 0.521891;15.114688;13.095926;2.018763;28.597629;24.778045;0.954896;0.0000;
;2937.60; 0.521989;15.026284;13.008891;2.017393;28.534001;24.703094;0.957727;0.0000;
;2959.20; 0.521909;14.933237;12.915574;2.017662;28.425918;24.585229;0.960172;0.0000;
;2980.80; 0.522451;14.864462;12.848286;2.016176;28.240738;24.410239;0.957625;0.0000;
;3002.40; 0.522303;14.780289;12.760741;2.019548;28.054985;24.221609;0.958344;0.0000;
;3024.00; 0.522253;14.728100;12.708958;2.019142;27.963901;24.130202;0.958425;0.0000;
;3045.60; 0.521198;14.668482;12.650162;2.018320;27.873970;24.038631;0.958835;0.0000;
;3067.20; 0.521735;14.626301;12.609389;2.016912;27.739976;23.914737;0.956310;0.0000;
;3088.80; 0.522340;14.557650;12.542386;2.015264;27.681928;23.849827;0.958025;0.0000;
;3110.40; 0.522664;14.485260;12.470526;2.014733;27.581401;23.745144;0.959064;0.0000;
;3132.00; 0.523518;14.426029;12.409447;2.016582;27.433650;23.598762;0.958722;0.0000;
;3153.60; 0.523840;14.365638;12.348799;2.016839;27.266702;23.438641;0.957015;0.0000;
;3175.20; 0.523076;14.291906;12.275189;2.016717;27.113487;23.287528;0.956490;0.0000;
;3196.80; 0.523673;14.224017;12.210198;2.013819;27.055742;23.225223;0.957630;0.0000;
;3218.40; 0.523087;14.133283;12.120252;2.013030;26.862163;23.036134;0.956507;0.0000;
;3240.00; 0.523493;14.061978;12.049920;2.012059;26.681348;22.863646;0.954426;0.0000;
;3261.60; 0.522663;13.974834;11.965290;2.009544;26.452542;22.648737;0.950951;0.0000;
;3283.20; 0.523336;13.903538;11.896638;2.006900;26.368439;22.562298;0.951535;0.0000;
;3304.80; 0.522158;13.837286;11.829702;2.007584;26.160766;22.365229;0.948884;0.0000;
;3326.40; 0.521729;13.799373;11.793343;2.006030;26.193292;22.385544;0.951937;0.0000;
;3348.00; 0.521598;13.780584;11.772321;2.008263;26.077144;22.276886;0.950064;0.0000;
;3369.60; 0.522259;13.772691;11.764589;2.008103;26.109377;22.302546;0.951708;0.0000;
;3391.20; 0.523146;13.746486;11.737706;2.008780;25.946940;22.155302;0.947909;0.0000;
;3412.80; 0.522382;13.676871;11.667725;2.009145;25.855639;22.057421;0.949554;0.0000;
;3434.40; 0.523131;13.642853;11.632403;2.010450;25.833363;22.026484;0.951720;0.0000;
;3456.00; 0.522890;13.577251;11.569329;2.007922;25.685425;21.886842;0.949646;0.0000;
;3477.60; 0.522771;13.522821;11.513821;2.009000;25.603796;21.800002;0.950948;0.0000;
;3499.20; 0.522611;13.448838;11.443087;2.005752;25.475288;21.675919;0.949842;0.0000;
;3520.80; 0.523643;13.401127;11.395449;2.005679;25.294820;21.509073;0.946437;0.0000;
;3542.40; 0.523627;13.341028;11.335385;2.005644;25.184131;21.398037;0.946524;0.0000;
;3564.00; 0.524635;13.294288;11.289146;2.005142;25.048858;21.270805;0.944513;0.0000;
;3585.60; 0.524721;13.227583;11.223534;2.004050;24.946156;21.166680;0.944869;0.0000;
;3607.20; 0.525370;13.178347;11.173513;2.004834;24.859391;21.077509;0.945471;0.0000;
;3628.80; 0.524891;13.117634;11.114045;2.003588;24.733473;20.955680;0.944448;0.0000;
;3650.40; 0.525433;13.067827;11.065382;2.002445;24.679820;20.898014;0.945451;0.0000;
;3672.00; 0.525684;13.017337;11.012703;2.004634;24.493017;20.721159;0.942964;0.0000;
;3693.60; 0.525836;12.967634;10.962892;2.004742;24.390543;20.619867;0.942669;0.0000;
;3715.20; 0.525933;12.911861;10.908253;2.003607;24.319518;20.545719;0.943450;0.0000;
;3736.80; 0.526311;12.859947;10.856924;2.003023;24.235214;20.460417;0.943699;0.0000;
;3758.40; 0.526275;12.800111;10.798531;2.001580;24.087466;20.320859;0.941652;0.0000;
;3780.00; 0.526719;12.747081;10.745293;2.001788;23.943603;20.183525;0.940020;0.0000;
;3801.60; 0.527169;12.707448;10.706457;2.000990;23.905954;20.141580;0.941094;0.0000;
;3823.20; 0.526565;12.642401;10.642503;1.999898;23.789976;20.026646;0.940833;0.0000;
;3844.80; 0.526950;12.611780;10.608876;2.002904;23.784090;20.006888;0.944300;0.0000;
;3866.40; 0.527168;12.576460;10.572690;2.003770;23.672657;19.900963;0.942923;0.0000;
;3888.00; 0.527720;12.534884;10.531224;2.003661;23.580778;19.811467;0.942328;0.0000;
;3909.60; 0.527225;12.472606;10.469484;2.003123;23.485394;19.713598;0.942949;0.0000;
;3931.20; 0.527260;12.424645;10.421665;2.002980;23.451162;19.670595;0.945142;0.0000;
;3952.80; 0.527051;12.377675;10.375292;2.002383;23.349701;19.572332;0.944342;0.0000;
;3974.40; 0.527630;12.338322;10.335823;2.002499;23.239334;19.467610;0.942931;0.0000;
;3996.00; 0.528234;12.288537;10.288210;2.000326;23.147264;19.379356;0.941977;0.0000;
;4017.60; 0.527579;12.234746;10.235136;1.999610;23.024514;19.261457;0.940764;0.0000;
;4039.20; 0.527709;12.195338;10.195906;1.999432;23.003143;19.231766;0.942844;0.0000;
;4060.80; 0.528214;12.153361;10.153763;1.999598;22.937163;19.163300;0.943466;0.0000;
;4082.40; 0.528577;12.112507;10.112372;2.000135;22.818494;19.050483;0.942003;0.0000;
;4104.00; 0.528443;12.063498;10.064916;1.998582;22.706481;18.944657;0.940456;0.0000;
;4125.60; 0.528053;12.020775;10.021463;1.999312;22.630639;18.866680;0.940990;0.0000;
;4147.20; 0.528127;11.985541;9.986539;1.999001;22.588341;18.820958;0.941846;0.0000;
;4168.80; 0.528084;11.943281;9.943613;1.999668;22.553309;18.777200;0.944027;0.0000;
;4190.40; 0.527508;11.934347;9.932974;2.001373;22.487554;18.716422;0.942783;0.0000;
;4212.00; 0.527987;11.946023;9.941414;2.004609;22.486301;18.712975;0.943331;0.0000;
;4233.60; 0.527723;11.961589;9.957194;2.004395;22.449815;18.687916;0.940475;0.0000;
;4255.20; 0.528066;11.993812;9.985326;2.008486;22.544801;18.769445;0.943839;0.0000;
;4276.80; 0.528017;12.045666;10.036127;2.009539;22.642676;18.865273;0.944351;0.0000;
;4298.40; 0.528185;12.096509;10.087281;2.009227;22.707297;18.935620;0.942919;0.0000;
;4320.00; 0.528063;12.135653;10.126748;2.008906;22.749097;18.983269;0.941457;0.0000;
;4341.60; 0.527228;12.172355;10.165481;2.006874;22.878393;19.106399;0.942998;0.0000;
;4363.20; 0.527305;12.197011;10.191224;2.005787;22.951066;19.176785;0.943570;0.0000;
;4384.80; 0.527463;12.213640;10.207524;2.006116;23.001779;19.223689;0.944523;0.0000;
;4406.40; 0.527341;12.199385;10.196880;2.002505;22.990379;19.216554;0.943456;0.0000;
;4428.00; 0.527057;12.165770;10.164235;2.001536;22.916424;19.146170;0.942563;0.0000;
;4449.60; 0.526887;12.138678;10.135876;2.002802;22.835867;19.068098;0.941942;0.0000;
;4471.20; 0.528199;12.120613;10.117560;2.003053;22.738718;18.980918;0.939450;0.0000;
;4492.80; 0.529024;12.085103;10.084200;2.000903;22.660703;18.908822;0.937970;0.0000;
;4514.40; 0.529234;12.042185;10.043091;1.999093;22.555324;18.810970;0.936088;0.0000;
;4536.00; 0.529777;12.006473;10.005893;2.000579;22.535901;18.780855;0.938761;0.0000;
;4557.60; 0.529888;11.964113;9.965697;1.998416;22.467726;18.714848;0.938220;0.0000;
;4579.20; 0.529800;11.923855;9.925849;1.998006;22.336980;18.594111;0.935717;0.0000;
;4600.80; 0.530279;11.883920;9.887892;1.996029;22.277011;18.535354;0.935414;0.0000;
;4622.40; 0.530216;11.838535;9.843427;1.995108;22.242886;18.494368;0.937129;0.0000;
;4644.00; 0.529922;11.789121;9.795949;1.993172;22.131113;18.389434;0.935420;0.0000;
;4665.60; 0.530604;11.756954;9.765155;1.991798;22.059413;18.322228;0.934296;0.0000;
;4687.20; 0.530693;11.716348;9.725876;1.990472;21.982065;18.247567;0.933625;0.0000;
;4708.80; 0.530252;11.683931;9.693189;1.990742;21.960994;18.219216;0.935444;0.0000;
;4730.40; 0.529879;11.657921;9.665589;1.992332;21.867536;18.130387;0.934287;0.0000;
;4752.00; 0.530197;11.643894;9.650947;1.992947;21.827525;18.091567;0.933990;0.0000;
;4773.60; 0.529831;11.600377;9.609321;1.991057;21.805085;18.062520;0.935641;0.0000;
;4795.20; 0.530101;11.570091;9.576999;1.993092;21.741803;17.996507;0.936324;0.0000;
;4816.80; 0.529415;11.545675;9.554010;1.991665;21.696197;17.953534;0.935666;0.0000;
;4838.40; 0.529123;11.530739;9.539833;1.990907;21.700823;17.953942;0.936720;0.0000;
;4860.00; 0.528487;11.498185;9.508807;1.989377;21.676682;17.926255;0.937607;0.0000;
;4881.60; 0.528659;11.483207;9.491620;1.991586;21.594939;17.849627;0.936328;0.0000;
;4903.20; 0.528329;11.494704;9.503128;1.991576;21.601475;17.858796;0.935670;0.0000;
;4924.80; 0.528765;11.487969;9.496563;1.991406;21.568743;17.829864;0.934720;0.0000;
;4946.40; 0.528435;11.469047;9.477024;1.992022;21.530882;17.791251;0.934908;0.0000;
;4968.00; 0.528172;11.449438;9.458150;1.991288;21.435053;17.707065;0.931997;0.0000;
;4989.60; 0.527944;11.426230;9.435333;1.990897;21.372886;17.648892;0.930999;0.0000;
;5011.20; 0.528127;11.412406;9.419676;1.992730;21.334721;17.609447;0.931318;0.0000;
;5032.80; 0.527646;11.413834;9.419922;1.993912;21.317271;17.593301;0.930992;0.0000;
;5054.40; 0.527806;11.419107;9.423732;1.995375;21.369389;17.635302;0.933522;0.0000;
;5076.00; 0.528002;11.446818;9.448940;1.997878;21.406662;17.670436;0.934056;0.0000;
;5097.60; 0.528344;11.455419;9.459251;1.996167;21.407835;17.677406;0.932607;0.0000;
;5119.20; 0.527476;11.499179;9.501867;1.997312;21.492522;17.759449;0.933268;0.0000;
;5140.80; 0.528128;11.516219;9.517954;1.998265;21.497257;17.767108;0.932537;0.0000;
;5162.40; 0.527959;11.542895;9.543841;1.999054;21.574150;17.837835;0.934079;0.0000;
;5184.00; 0.528209;11.564491;9.566897;1.997594;21.619509;17.885060;0.933612;0.0000;
;5205.60; 0.528428;11.556641;9.559297;1.997344;21.637489;17.897864;0.934906;0.0000;
;5227.20; 0.528729;11.539525;9.541055;1.998470;21.604665;17.863067;0.935400;0.0000;
;5248.80; 0.528367;11.545905;9.545416;2.000489;21.647315;17.896616;0.937675;0.0000;
;5270.40; 0.529080;11.536095;9.534995;2.001100;21.587714;17.843018;0.936174;0.0000;
;5292.00; 0.529322;11.526423;9.525052;2.001372;21.575079;17.828925;0.936539;0.0000;
;5313.60; 0.528886;11.517869;9.513092;2.004778;21.563529;17.810224;0.938326;0.0000;
;5335.20; 0.528632;11.528090;9.525161;2.002929;21.594140;17.842302;0.937960;0.0000;
;5356.80; 0.528231;11.547033;9.542853;2.004180;21.642245;17.885873;0.939093;0.0000;
;5378.40; 0.527884;11.576390;9.572820;2.003570;21.710175;17.952712;0.939366;0.0000;
;5400.00; 0.527025;11.648916;9.645608;2.003309;21.905568;18.138384;0.941796;0.0000;
;5421.60; 0.527090;11.711832;9.707701;2.004131;22.022854;18.254298;0.942139;0.0000;
;5443.20; 0.526963;11.771484;9.766669;2.004814;22.113175;18.347056;0.941530;0.0000;
;5464.80; 0.527069;11.835047;9.828762;2.006285;22.246474;18.475237;0.942809;0.0000;
;5486.40; 0.526522;11.929578;9.923568;2.006009;22.436839;18.663989;0.943213;0.0000;
;5508.00; 0.527233;11.977095;9.970374;2.006721;22.554028;18.775178;0.944712;0.0000;
;5529.60; 0.526758;12.069220;10.061464;2.007756;22.703404;18.926615;0.944197;0.0000;
;5551.20; 0.526710;12.143309;10.137243;2.006066;22.824046;19.053530;0.942629;0.0000;
;5572.80; 0.526749;12.213388;10.206047;2.007341;23.018596;19.235357;0.945810;0.0000;
;5594.40; 0.527095;12.273570;10.265024;2.008546;23.119296;19.335867;0.945857;0.0000;
;5616.00; 0.527231;12.346997;10.336527;2.010470;23.249471;19.463743;0.946432;0.0000;
;5637.60; 0.527303;12.405966;10.396672;2.009295;23.350784;19.568845;0.945485;0.0000;
;5659.20; 0.527144;12.468404;10.457573;2.010831;23.489084;19.700902;0.947045;0.0000;
;5680.80; 0.527074;12.537431;10.527066;2.010364;23.616387;19.829523;0.946716;0.0000;
;5702.40; 0.526871;12.619832;10.608336;2.011495;23.776390;19.986633;0.947439;0.0000;
;5724.00; 0.527046;12.685766;10.675997;2.009769;23.903473;20.116515;0.946739;0.0000;
;5745.60; 0.526987;12.743504;10.733543;2.009961;24.000891;20.215366;0.946381;0.0000;
;5767.20; 0.526823;12.789974;10.780992;2.008982;24.114152;20.326427;0.946931;0.0000;
;5788.80; 0.526773;12.828913;10.820623;2.008290;24.183036;20.397326;0.946427;0.0000;
;5810.40; 0.526858;12.856022;10.848445;2.007577;24.241528;20.456008;0.946380;0.0000;
;5832.00; 0.526719;12.878624;10.871685;2.006939;24.291736;20.506236;0.946375;0.0000;
;5853.60; 0.527028;12.889219;10.882370;2.006848;24.272032;20.492883;0.944787;0.0000;
;5875.20; 0.526945;12.888212;10.880996;2.007216;24.276674;20.495814;0.945215;0.0000;
;5896.80; 0.527298;12.873695;10.867341;2.006353;24.307764;20.519421;0.947086;0.0000;
;5918.40; 0.527578;12.853082;10.846452;2.006629;24.241168;20.456626;0.946136;0.0000;
;5940.00; 0.527781;12.823508;10.816433;2.007076;24.179199;20.394784;0.946104;0.0000;
;5961.60; 0.527865;12.799929;10.791925;2.008004;24.109601;20.327378;0.945556;0.0000;
;5983.20; 0.527380;12.765120;10.758359;2.006761;24.015540;20.240138;0.943850;0.0000;
;6004.80; 0.526934;12.741376;10.735219;2.006158;23.983985;20.207654;0.944083;0.0000;
;6026.40; 0.526853;12.712853;10.709121;2.003732;23.936213;20.163515;0.943174;0.0000;
;6048.00; 0.526668;12.675921;10.671807;2.004114;23.903467;20.124233;0.944809;0.0000;
;6069.60; 0.526995;12.654247;10.649277;2.004970;23.872068;20.089719;0.945587;0.0000;
;6091.20; 0.527259;12.624761;10.619767;2.004994;23.724372;19.956600;0.941943;0.0000;
;6112.80; 0.527282;12.592937;10.588744;2.004193;23.704653;19.932007;0.943162;0.0000;
;6134.40; 0.527709;12.566050;10.561297;2.004754;23.625997;19.856769;0.942307;0.0000;
;6156.00; 0.527265;12.521802;10.517619;2.004183;23.618612;19.838324;0.945072;0.0000;
;6177.60; 0.527622;12.502684;10.498499;2.004185;23.560194;19.783487;0.944177;0.0000;
;6199.20; 0.527706;12.471626;10.467184;2.004443;23.465583;19.694190;0.942848;0.0000;
;6220.80; 0.527832;12.445056;10.438810;2.006246;23.467586;19.684417;0.945792;0.0000;
;6242.40; 0.527420;12.431726;10.426020;2.005706;23.466973;19.680866;0.946527;0.0000;
;6264.00; 0.527182;12.424524;10.419517;2.005007;23.470020;19.682547;0.946868;0.0000;
