Node 1
;time (s);Interarrival;Wait;Delay;Service;# in node;# in queue;Utilizzation;ploss;
;2095.20; 0.518654;2.607649;0.672003;1.935647;4.993562;1.286863;0.741340;0.0000;
;2116.80; 0.519178;2.609079;0.672352;1.936726;4.984685;1.284539;0.740029;0.0000;
;2138.40; 0.519198;2.609730;0.671471;1.938259;5.010625;1.289211;0.744283;0.0000;
;2160.00; 0.518911;2.603189;0.666418;1.936771;4.991559;1.277841;0.742744;0.0000;
;2181.60; 0.518640;2.598709;0.664381;1.934328;4.989144;1.275516;0.742726;0.0000;
;2203.20; 0.517828;2.596139;0.661517;1.934622;4.975463;1.267788;0.741535;0.0000;
;2224.80; 0.518123;2.594815;0.658747;1.936067;4.975995;1.263259;0.742547;0.0000;
;2246.40; 0.518075;2.595137;0.656694;1.938443;4.977988;1.259669;0.743664;0.0000;
;2268.00; 0.518502;2.598641;0.658187;1.940454;4.979227;1.261144;0.743617;0.0000;
;2289.60; 0.517095;2.625281;0.680499;1.944782;5.041544;1.306819;0.746945;0.0000;
;2311.20; 0.517500;2.632486;0.684850;1.947636;5.061089;1.316659;0.748886;0.0000;
;2332.80; 0.517097;2.637764;0.690256;1.947508;5.074562;1.327922;0.749328;0.0000;
;2354.40; 0.516698;2.641888;0.691683;1.950205;5.078662;1.329664;0.749800;0.0000;
;2376.00; 0.517479;2.638818;0.689019;1.949800;5.071707;1.324267;0.749488;0.0000;
;2397.60; 0.517189;2.632655;0.684494;1.948161;5.065284;1.316980;0.749661;0.0000;
;2419.20; 0.517044;2.634483;0.684251;1.950233;5.067060;1.316060;0.750200;0.0000;
;2440.80; 0.517497;2.633545;0.680753;1.952792;5.046740;1.304547;0.748439;0.0000;
;2462.40; 0.517491;2.632266;0.678146;1.954121;5.064702;1.304809;0.751979;0.0000;
;2484.00; 0.518225;2.629760;0.675305;1.954455;5.054043;1.297844;0.751240;0.0000;
;2505.60; 0.517852;2.627061;0.672911;1.954150;5.033225;1.289240;0.748797;0.0000;
;2527.20; 0.517163;2.624963;0.669684;1.955278;5.048097;1.287878;0.752044;0.0000;
;2548.80; 0.517499;2.622822;0.664793;1.958028;5.035624;1.276354;0.751854;0.0000;
;2570.40; 0.517248;2.619490;0.663111;1.956379;5.030898;1.273548;0.751470;0.0000;
;2592.00; 0.516950;2.613042;0.658963;1.954079;5.022494;1.266584;0.751182;0.0000;
;2613.60; 0.516384;2.607296;0.654129;1.953166;5.028690;1.261619;0.753414;0.0000;
;2635.20; 0.516893;2.604919;0.650722;1.954197;5.012363;1.252114;0.752050;0.0000;
;2656.80; 0.516062;2.617701;0.659474;1.958227;5.046148;1.271269;0.754976;0.0000;
;2678.40; 0.516366;2.617550;0.660972;1.956578;5.048631;1.274858;0.754755;0.0000;
;2700.00; 0.516341;2.613752;0.658943;1.954809;5.046003;1.272128;0.754775;0.0000;
;2721.60; 0.515351;2.634898;0.671750;1.963148;5.077732;1.294535;0.756639;0.0000;
;2743.20; 0.515002;2.692274;0.730838;1.961436;5.182474;1.406821;0.755131;0.0000;
;2764.80; 0.515865;2.688076;0.728131;1.959945;5.185069;1.404503;0.756113;0.0000;
;2786.40; 0.515638;2.693966;0.731100;1.962866;5.200741;1.411399;0.757868;0.0000;
;2808.00; 0.515869;2.706034;0.739556;1.966478;5.222572;1.427323;0.759050;0.0000;
;2829.60; 0.516221;2.701692;0.735851;1.965841;5.210976;1.419297;0.758336;0.0000;
;2851.20; 0.515674;2.698555;0.734176;1.964379;5.209827;1.417399;0.758486;0.0000;
;2872.80; 0.515330;2.697305;0.730811;1.966494;5.201352;1.409261;0.758418;0.0000;
;2894.40; 0.515220;2.698349;0.731578;1.966771;5.202660;1.410548;0.758422;0.0000;
;2916.00; 0.515817;2.695175;0.728353;1.966822;5.200588;1.405424;0.759033;0.0000;
;2937.60; 0.515923;2.693921;0.725862;1.968059;5.191033;1.398694;0.758468;0.0000;
;2959.20; 0.516510;2.693596;0.724173;1.969423;5.193203;1.396192;0.759402;0.0000;
;2980.80; 0.516917;2.687474;0.719697;1.967777;5.187926;1.389310;0.759723;0.0000;
;3002.40; 0.516046;2.690370;0.719713;1.970657;5.170459;1.383173;0.757457;0.0000;
;3024.00; 0.515612;2.725185;0.750637;1.974548;5.252879;1.446876;0.761201;0.0000;
;3045.60; 0.515269;2.737274;0.763298;1.973976;5.277132;1.471546;0.761117;0.0000;
;3067.20; 0.516170;2.731324;0.759325;1.972000;5.266871;1.464222;0.760530;0.0000;
;3088.80; 0.515765;2.731425;0.757707;1.973719;5.273641;1.462926;0.762143;0.0000;
;3110.40; 0.516732;2.725243;0.753862;1.971381;5.251377;1.452647;0.759746;0.0000;
;3132.00; 0.517164;2.721703;0.749797;1.971906;5.239319;1.443371;0.759190;0.0000;
;3153.60; 0.517745;2.719086;0.745926;1.973160;5.233812;1.435789;0.759604;0.0000;
;3175.20; 0.518030;2.715479;0.742537;1.972942;5.227307;1.429386;0.759584;0.0000;
;3196.80; 0.517977;2.711118;0.738349;1.972770;5.213945;1.419971;0.758795;0.0000;
;3218.40; 0.518390;2.707988;0.735092;1.972895;5.201884;1.412069;0.757963;0.0000;
;3240.00; 0.519377;2.708589;0.732060;1.976529;5.197639;1.404784;0.758571;0.0000;
;3261.60; 0.519380;2.706796;0.730135;1.976661;5.195834;1.401531;0.758860;0.0000;
;3283.20; 0.519733;2.703067;0.727057;1.976010;5.186493;1.395036;0.758291;0.0000;
;3304.80; 0.519515;2.713484;0.733298;1.980186;5.204792;1.406554;0.759647;0.0000;
;3326.40; 0.519781;2.711436;0.731854;1.979582;5.200527;1.403694;0.759367;0.0000;
;3348.00; 0.520007;2.709301;0.729734;1.979567;5.187423;1.397202;0.758044;0.0000;
;3369.60; 0.520547;2.706536;0.727553;1.978982;5.176615;1.391544;0.757014;0.0000;
;3391.20; 0.521591;2.702412;0.724196;1.978216;5.157750;1.382181;0.755114;0.0000;
;3412.80; 0.521849;2.699711;0.720616;1.979094;5.157579;1.376680;0.756180;0.0000;
;3434.40; 0.522029;2.693644;0.716435;1.977209;5.137593;1.366458;0.754227;0.0000;
;3456.00; 0.521822;2.693750;0.714961;1.978789;5.146364;1.365921;0.756089;0.0000;
;3477.60; 0.521880;2.692684;0.714066;1.978617;5.138411;1.362643;0.755154;0.0000;
;3499.20; 0.522222;2.691076;0.711383;1.979693;5.140027;1.358760;0.756253;0.0000;
;3520.80; 0.522618;2.688207;0.708247;1.979960;5.117806;1.348360;0.753889;0.0000;
;3542.40; 0.522693;2.685491;0.704462;1.981029;5.121419;1.343458;0.755592;0.0000;
;3564.00; 0.522640;2.681571;0.703452;1.978119;5.110524;1.340635;0.753978;0.0000;
;3585.60; 0.522728;2.678768;0.700457;1.978310;5.110985;1.336446;0.754908;0.0000;
;3607.20; 0.523079;2.677891;0.699650;1.978241;5.103309;1.333336;0.753994;0.0000;
;3628.80; 0.522942;2.680086;0.699671;1.980415;5.102998;1.332204;0.754159;0.0000;
;3650.40; 0.523229;2.675021;0.696427;1.978594;5.096011;1.326718;0.753858;0.0000;
;3672.00; 0.523150;2.675514;0.695305;1.980209;5.093503;1.323685;0.753964;0.0000;
;3693.60; 0.523228;2.676629;0.696794;1.979835;5.107454;1.329599;0.755571;0.0000;
;3715.20; 0.523480;2.676984;0.695601;1.981384;5.101637;1.325634;0.755201;0.0000;
;3736.80; 0.523624;2.674275;0.692617;1.981658;5.095678;1.319742;0.755187;0.0000;
;3758.40; 0.523887;2.669498;0.689546;1.979953;5.077031;1.311424;0.753121;0.0000;
;3780.00; 0.523928;2.672590;0.691786;1.980804;5.090706;1.317703;0.754601;0.0000;
;3801.60; 0.523928;2.669159;0.688228;1.980931;5.082442;1.310480;0.754392;0.0000;
;3823.20; 0.524412;2.664019;0.685556;1.978463;5.060815;1.302345;0.751694;0.0000;
;3844.80; 0.525169;2.662550;0.683105;1.979445;5.057728;1.297613;0.752023;0.0000;
;3866.40; 0.524966;2.659471;0.680533;1.978938;5.049695;1.292169;0.751505;0.0000;
;3888.00; 0.525258;2.655310;0.677946;1.977363;5.033116;1.285041;0.749615;0.0000;
;3909.60; 0.525201;2.657434;0.678269;1.979165;5.046085;1.287936;0.751630;0.0000;
;3931.20; 0.525353;2.655280;0.675810;1.979470;5.043999;1.283776;0.752045;0.0000;
;3952.80; 0.525689;2.655519;0.673709;1.981811;5.037924;1.278128;0.751959;0.0000;
;3974.40; 0.525660;2.657405;0.673157;1.984248;5.043224;1.277518;0.753141;0.0000;
;3996.00; 0.525692;2.650083;0.669821;1.980262;5.028715;1.271031;0.751537;0.0000;
;4017.60; 0.525331;2.649863;0.668728;1.981134;5.024690;1.268047;0.751329;0.0000;
;4039.20; 0.525341;2.646411;0.665763;1.980648;5.013725;1.261313;0.750482;0.0000;
;4060.80; 0.524544;2.647328;0.668289;1.979038;5.027441;1.269123;0.751663;0.0000;
;4082.40; 0.525435;2.648320;0.667694;1.980626;5.030850;1.268376;0.752495;0.0000;
;4104.00; 0.524879;2.645608;0.665449;1.980159;5.024718;1.263865;0.752171;0.0000;
;4125.60; 0.525034;2.645213;0.665055;1.980158;5.023954;1.263114;0.752168;0.0000;
;4147.20; 0.524647;2.639416;0.661632;1.977784;5.020350;1.258470;0.752376;0.0000;
;4168.80; 0.525113;2.638970;0.659246;1.979724;5.011445;1.251919;0.751905;0.0000;
;4190.40; 0.525579;2.636313;0.657545;1.978769;5.004066;1.248105;0.751192;0.0000;
;4212.00; 0.524779;2.644556;0.664996;1.979560;5.026310;1.263908;0.752480;0.0000;
;4233.60; 0.523938;2.653804;0.673819;1.979984;5.049546;1.282115;0.753486;0.0000;
;4255.20; 0.523971;2.650470;0.671676;1.978794;5.038990;1.276970;0.752404;0.0000;
;4276.80; 0.524215;2.649117;0.669449;1.979668;5.037373;1.272976;0.752879;0.0000;
;4298.40; 0.524417;2.644495;0.666612;1.977883;5.037644;1.269865;0.753556;0.0000;
;4320.00; 0.523963;2.647433;0.669532;1.977902;5.036781;1.273794;0.752597;0.0000;
;4341.60; 0.523812;2.642809;0.666479;1.976330;5.037404;1.270362;0.753408;0.0000;
;4363.20; 0.524213;2.642826;0.664952;1.977874;5.012291;1.261124;0.750233;0.0000;
;4384.80; 0.523788;2.638087;0.661753;1.976334;5.010135;1.256772;0.750673;0.0000;
;4406.40; 0.523654;2.631356;0.658414;1.972942;5.002608;1.251745;0.750173;0.0000;
;4428.00; 0.524014;2.626890;0.655947;1.970942;4.996435;1.247635;0.749760;0.0000;
;4449.60; 0.523469;2.625439;0.654485;1.970955;5.004967;1.247667;0.751460;0.0000;
;4471.20; 0.523432;2.624835;0.653303;1.971532;4.999486;1.244337;0.751030;0.0000;
;4492.80; 0.523340;2.622792;0.651807;1.970985;4.997675;1.242004;0.751134;0.0000;
;4514.40; 0.523746;2.624093;0.650659;1.973434;4.989649;1.237212;0.750487;0.0000;
;4536.00; 0.523572;2.619233;0.648152;1.971081;4.988211;1.234376;0.750767;0.0000;
;4557.60; 0.523487;2.615303;0.644995;1.970307;4.977642;1.227604;0.750008;0.0000;
;4579.20; 0.523768;2.615555;0.643926;1.971629;4.984324;1.227095;0.751446;0.0000;
;4600.80; 0.523691;2.610139;0.640928;1.969212;4.972892;1.221109;0.750357;0.0000;
;4622.40; 0.523504;2.605723;0.639125;1.966598;4.967431;1.218398;0.749807;0.0000;
;4644.00; 0.523079;2.601719;0.636663;1.965056;4.954046;1.212298;0.748350;0.0000;
;4665.60; 0.522519;2.613600;0.645871;1.967729;4.989098;1.232902;0.751239;0.0000;
;4687.20; 0.522470;2.613055;0.647059;1.965997;4.989127;1.235434;0.750739;0.0000;
;4708.80; 0.521429;2.631248;0.662686;1.968562;5.021322;1.264631;0.751338;0.0000;
;4730.40; 0.521487;2.661150;0.692434;1.968716;5.087870;1.323869;0.752800;0.0000;
;4752.00; 0.521262;2.683033;0.713883;1.969150;5.134314;1.366102;0.753642;0.0000;
;4773.60; 0.521647;2.681664;0.711826;1.969838;5.125128;1.360423;0.752941;0.0000;
;4795.20; 0.521529;2.688022;0.716195;1.971827;5.144069;1.370582;0.754697;0.0000;
;4816.80; 0.521237;2.689138;0.716401;1.972737;5.152517;1.372659;0.755972;0.0000;
;4838.40; 0.521075;2.689070;0.717133;1.971938;5.145307;1.372172;0.754627;0.0000;
;4860.00; 0.520503;2.685640;0.713831;1.971808;5.146672;1.367963;0.755742;0.0000;
;4881.60; 0.520860;2.683238;0.712728;1.970510;5.148908;1.367665;0.756248;0.0000;
;4903.20; 0.521008;2.680083;0.709971;1.970112;5.132675;1.359678;0.754599;0.0000;
;4924.80; 0.520749;2.676023;0.707071;1.968952;5.131160;1.355778;0.755076;0.0000;
;4946.40; 0.520853;2.677961;0.706593;1.971368;5.118080;1.350430;0.753530;0.0000;
;4968.00; 0.521241;2.676188;0.704419;1.971769;5.121529;1.348076;0.754691;0.0000;
;4989.60; 0.521434;2.675106;0.702851;1.972255;5.121031;1.345487;0.755109;0.0000;
;5011.20; 0.521643;2.671133;0.700491;1.970642;5.103023;1.338242;0.752956;0.0000;
;5032.80; 0.521674;2.668149;0.698631;1.969518;5.105673;1.336875;0.753760;0.0000;
;5054.40; 0.521550;2.668888;0.698964;1.969924;5.109061;1.338029;0.754207;0.0000;
;5076.00; 0.521625;2.667911;0.697291;1.970621;5.101909;1.333445;0.753693;0.0000;
;5097.60; 0.521607;2.665018;0.694751;1.970267;5.096389;1.328593;0.753559;0.0000;
;5119.20; 0.521236;2.665975;0.694547;1.971428;5.101542;1.329067;0.754495;0.0000;
;5140.80; 0.521109;2.664991;0.693280;1.971711;5.097127;1.325984;0.754229;0.0000;
;5162.40; 0.521206;2.667500;0.694473;1.973027;5.106444;1.329442;0.755400;0.0000;
;5184.00; 0.521571;2.665821;0.692527;1.973295;5.102350;1.325488;0.755372;0.0000;
;5205.60; 0.521749;2.662629;0.690285;1.972343;5.083565;1.317912;0.753131;0.0000;
;5227.20; 0.522005;2.660272;0.687846;1.972426;5.083245;1.314335;0.753782;0.0000;
;5248.80; 0.522263;2.657565;0.685819;1.971745;5.076704;1.310110;0.753319;0.0000;
;5270.40; 0.522643;2.655430;0.683658;1.971772;5.063624;1.303664;0.751992;0.0000;
;5292.00; 0.522600;2.656406;0.684125;1.972280;5.075261;1.307072;0.753638;0.0000;
;5313.60; 0.522867;2.656203;0.683050;1.973153;5.072142;1.304316;0.753565;0.0000;
;5335.20; 0.523302;2.653930;0.681181;1.972748;5.056255;1.297784;0.751694;0.0000;
;5356.80; 0.523164;2.650834;0.678577;1.972256;5.056543;1.294406;0.752427;0.0000;
;5378.40; 0.522952;2.647591;0.676255;1.971336;5.056543;1.291556;0.752997;0.0000;
;5400.00; 0.523127;2.645339;0.674815;1.970524;5.047157;1.287508;0.751930;0.0000;
;5421.60; 0.523492;2.644087;0.673010;1.971077;5.035132;1.281613;0.750704;0.0000;
;5443.20; 0.523746;2.643282;0.670819;1.972463;5.035438;1.277907;0.751506;0.0000;
;5464.80; 0.524036;2.643942;0.672050;1.971892;5.035026;1.279827;0.751040;0.0000;
;5486.40; 0.524916;2.643389;0.670896;1.972493;5.031212;1.276930;0.750856;0.0000;
;5508.00; 0.524408;2.640026;0.668384;1.971642;5.024010;1.271945;0.750413;0.0000;
;5529.60; 0.524629;2.639595;0.667850;1.971745;5.026825;1.271848;0.750995;0.0000;
;5551.20; 0.524733;2.637023;0.665819;1.971204;5.015228;1.266290;0.749788;0.0000;
;5572.80; 0.524676;2.632806;0.663181;1.969625;5.006052;1.260981;0.749014;0.0000;
;5594.40; 0.524639;2.641501;0.670341;1.971161;5.028774;1.276165;0.750522;0.0000;
;5616.00; 0.524453;2.651075;0.677184;1.973892;5.038855;1.287112;0.750349;0.0000;
;5637.60; 0.524325;2.665194;0.689407;1.975787;5.069909;1.311436;0.751695;0.0000;
;5659.20; 0.524339;2.665243;0.689780;1.975464;5.072155;1.312702;0.751891;0.0000;
;5680.80; 0.524387;2.662637;0.689163;1.973474;5.069309;1.312075;0.751447;0.0000;
;5702.40; 0.524196;2.669297;0.693075;1.976222;5.083957;1.320034;0.752785;0.0000;
;5724.00; 0.524394;2.669371;0.694569;1.974802;5.080301;1.321892;0.751682;0.0000;
;5745.60; 0.524639;2.669444;0.692874;1.976570;5.079381;1.318391;0.752198;0.0000;
;5767.20; 0.524086;2.670129;0.694175;1.975954;5.084315;1.321810;0.752501;0.0000;
;5788.80; 0.524001;2.672003;0.694149;1.977854;5.085387;1.321112;0.752855;0.0000;
;5810.40; 0.524007;2.674691;0.696209;1.978482;5.091348;1.325253;0.753219;0.0000;
;5832.00; 0.524360;2.672693;0.694661;1.978032;5.082691;1.321044;0.752329;0.0000;
;5853.60; 0.524135;2.669229;0.691972;1.977257;5.078598;1.316577;0.752404;0.0000;
;5875.20; 0.524333;2.669649;0.691362;1.978286;5.081945;1.316078;0.753174;0.0000;
;5896.80; 0.524559;2.670099;0.692196;1.977903;5.079351;1.316771;0.752516;0.0000;
;5918.40; 0.524650;2.666918;0.690245;1.976673;5.073466;1.313102;0.752073;0.0000;
;5940.00; 0.524593;2.663247;0.688278;1.974969;5.065105;1.309004;0.751220;0.0000;
;5961.60; 0.524120;2.664571;0.689433;1.975139;5.073790;1.312795;0.752199;0.0000;
;5983.20; 0.523775;2.660893;0.687960;1.972932;5.068866;1.310529;0.751667;0.0000;
;6004.80; 0.523689;2.659826;0.686409;1.973417;5.068022;1.307882;0.752028;0.0000;
;6026.40; 0.523943;2.659810;0.685036;1.974774;5.063447;1.304094;0.751871;0.0000;
;6048.00; 0.523956;2.665933;0.689893;1.976039;5.078411;1.314198;0.752843;0.0000;
;6069.60; 0.524406;2.664702;0.688112;1.976590;5.068538;1.308860;0.751936;0.0000;
;6091.20; 0.524379;2.662627;0.686032;1.976594;5.067499;1.305654;0.752369;0.0000;
;6112.80; 0.524130;2.660286;0.684348;1.975938;5.067025;1.303471;0.752711;0.0000;
;6134.40; 0.524246;2.658110;0.682576;1.975534;5.062560;1.300015;0.752509;0.0000;
;6156.00; 0.524362;2.663030;0.685700;1.977330;5.069114;1.305239;0.752775;0.0000;
;6177.60; 0.524404;2.661658;0.684033;1.977625;5.066375;1.302033;0.752869;0.0000;
;6199.20; 0.524985;2.661401;0.682640;1.978761;5.063881;1.298868;0.753003;0.0000;
;6220.80; 0.524587;2.662018;0.682304;1.979714;5.059744;1.296868;0.752575;0.0000;
;6242.40; 0.524880;2.660761;0.682208;1.978553;5.060474;1.297485;0.752598;0.0000;
;6264.00; 0.524955;2.658556;0.680335;1.978221;5.060728;1.295060;0.753134;0.0000;
